type_name,kind,owner,file,line,definition_kind,pub_use
ScheduleOccurrenceV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2333,local_def,
WakeSignalV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2391,local_def,
DaemonNamespaceV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2435,local_def,
SafeModeReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2480,local_def,
DuplicateSuppressionReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2524,local_def,
QueueHopReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2557,local_def,
MechanismKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2598,local_def,
TheoryVersionStateV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2608,local_def,
FitRunOutcomeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2619,local_def,
InvarianceVerdictV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2627,local_def,
TheoryRefuterOutcomeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2635,local_def,
EquivalenceDispositionV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,2644,local_def,
MechanismReportDraftV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2651,local_def,
MechanismReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2710,local_def,
SimulatorContractV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2843,local_def,
FitRunReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,2912,local_def,
InvarianceCheckV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3021,local_def,
InvarianceReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3053,local_def,
MechanismEquivalenceDecisionV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3148,local_def,
RuntimeViewModeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,3210,local_def,
RuntimeTimeScopeModeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,3236,local_def,
RuntimeTimeScopeV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3242,local_def,
IdentityExpansionPolicyV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,3276,local_def,
QueryWideningKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,3283,local_def,
RetrievalPolicyV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3291,local_def,
RuntimeViewRequestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3385,local_def,
QueryWideningReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3449,local_def,
DegradationEventV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3500,local_def,
ProjectionDigestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3552,local_def,
ViewDisclosureReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3620,local_def,
ReleaseSurfaceStateV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,3679,local_def,
ReleaseSurfaceV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3688,local_def,
PublicDocFindingV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3717,local_def,
ExampleAppEntryV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3743,local_def,
ExampleAppManifestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3790,local_def,
InstallSmokeStepV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3834,local_def,
InstallSmokeReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3871,local_def,
OperatorStatusReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3900,local_def,
ReleaseReadinessReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,3969,local_def,
CompletionAuditStateV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4019,local_def,
PassCompletionStateV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4028,local_def,
GateCommandStatusV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4038,local_def,
GateCommandResultV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4046,local_def,
ReleaseArtifactKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4124,local_def,
ReleaseArtifactEntryV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4138,local_def,
ReleaseArtifactManifestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4184,local_def,
CrossPassTraceabilityRowV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4233,local_def,
CrossPassTraceabilityMatrixV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4317,local_def,
KnownLimitationV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4364,local_def,
KnownLimitationsRegisterV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4443,local_def,
RegressionDebtStatusV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4486,local_def,
RegressionDebtItemV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4494,local_def,
RegressionDebtLedgerV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4544,local_def,
CompletionAuditReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4584,local_def,
RegionGraphKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4729,local_def,
RegionNodeKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,4757,local_def,
RegionNodeV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4766,local_def,
RegionEdgeV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4793,local_def,
RegionHyperedgeV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4816,local_def,
RegionFactorV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4835,local_def,
RegionContractV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4863,local_def,
CompiledRegionGraphV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,4931,local_def,
KernelStopRuleReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5023,local_def,
KernelResidualReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5060,local_def,
KernelSyndromeKindDisplayV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,5133,local_def,
KernelSyndromeReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5140,local_def,
OracleAgreementV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,5210,local_def,
OracleSliceRequestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5216,local_def,
ConvergenceReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5272,local_def,
KernelRunDisplayReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5348,local_def,
SubtractionOperatorV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,5455,local_def,
PreservedInvariantV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,5469,local_def,
InvariantBudgetV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5479,local_def,
SupportCoreV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5575,local_def,
RemovalFrontierV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5639,local_def,
SubtractionPlanV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5762,local_def,
HistoryPreservationReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5829,local_def,
CompactionReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5902,local_def,
CapabilityStateV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,5965,local_def,
RuntimeCapabilityTruthV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5988,local_def,
ToolSchemaV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,5995,local_def,
ToolDescriptorV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6012,local_def,
ToolProviderSchemaV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6041,local_def,
ToolExposurePlanV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6073,local_def,
ToolExposurePlanV2,type,aidens-contracts,crates/aidens-contracts/src/lib.rs,6102,local_def,
ToolExposureSetV1,type,aidens-contracts,crates/aidens-contracts/src/lib.rs,6104,local_def,
BoundaryRepairReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6107,local_def,
DisplayDigestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6121,local_def,
DuplicateKeyFindingV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6171,local_def,
JsonBoundaryRepairDisplayReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6200,local_def,
SchemaValidationReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6281,local_def,
BoundaryCompileRequestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6350,local_def,
BoundaryCompileOutcomeV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6395,local_def,
ArtifactFamilyRegistryV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6438,local_def,
ArtifactFamilyRegistrationV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6472,local_def,
GeneratedSchemaManifestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6511,local_def,
GeneratedSchemaEntryV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6543,local_def,
GeneratedSchemaDocumentV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6553,local_def,
SchemaCompatibilityModeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,6578,local_def,
SchemaCompatibilityCheckV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6597,local_def,
SchemaCompatibilityReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6607,local_def,
MigrationPhaseV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,6668,local_def,
MigrationPlanV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6676,local_def,
BackfillReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6714,local_def,
ReferenceDomainV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,6754,local_def,
ReferenceCaseV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6779,local_def,
DifferentialConformanceFindingV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6856,local_def,
ReferenceInterpreterReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6899,local_def,
GoldenFixtureManifestV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,6976,local_def,
AiDENsAppPlanV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7694,local_def,
AiDENsCompiledPlanV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7708,local_def,
AiDENsDoctorReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7719,local_def,
ApiHonestyOutcomeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,7740,local_def,
ApiHonestyReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7747,local_def,
ConfigApplyReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7820,local_def,
ConfigApplyReportDraftV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7838,local_def,
PlanRuntimeParityCheckKindV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,7874,local_def,
PlanRuntimeParityCheckV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7893,local_def,
PlanRuntimeParityReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7918,local_def,
CrateImplementationStatusV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,7957,local_def,
SourceBasisLockV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,7974,local_def,
CrateSurfaceStatusV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,8007,local_def,
ScaffoldSurfaceReportV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,8038,local_def,
FakeReadyFindingV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,8070,local_def,
SuperPassDispositionV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,8098,local_def,
SuperPassStatusV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,8107,local_def,
RiskDisclosureV1,struct,aidens-contracts,crates/aidens-contracts/src/lib.rs,8191,local_def,
MemoryModeV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,8200,local_def,
ReportLevelV1,enum,aidens-contracts,crates/aidens-contracts/src/lib.rs,8218,local_def,
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,22,pub_use,kernel_oracles::OracleAssessment as CanonicalOracleAssessment
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,23,pub_use,llm_tool_runtime::ToolSideEffectClass as CanonicalToolSideEffectClass
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,24,pub_use,recursive_kernel_core::KernelRun as CanonicalKernelRun
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,34,pub_use,verification_adjudication::VerificationDisposition as CanonicalVerificationDisposition
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,45,pub_use,attestation_exchange::AttestationEnvelopeV1
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,47,pub_use,canonical_stack::CanonicalVerificationDisposition
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,61,pub_use,"federated_settlement::{SettlementCaseV1, SharedDispositionV1}"
,pub_use,aidens-contracts,crates/aidens-contracts/src/lib.rs,62,pub_use,"mechanism_runtime::{HypothesisLibraryV1, TheoryRefuterSuiteV1, TheoryVersionV1}"
